article_name,article_name_encoded,article_id,Flesch-Kincaid,Gunning Fog,ARI,SMOG,Coleman-Liau,Readability Consensus
Soup,Soup,3802,10.1,12.06,12.9,12.4,11.55,11.802000000000001
South Africa,South_Africa,3803,11.7,12.0,14.9,13.5,13.23,13.065999999999999
South America,South_America,3804,11.5,12.23,14.8,14.2,13.29,13.204000000000002
South China Sea,South_China_Sea,3805,10.6,12.05,13.0,11.9,10.91,11.691999999999998
South Georgia and the South Sandwich Islands,South_Georgia_and_the_South_Sandwich_Islands,3806,12.5,13.19,15.4,13.4,12.83,13.463999999999999
South Korea,South_Korea,3807,10.4,10.8,12.8,13.3,12.53,11.966
South Ossetia,South_Ossetia,3808,13.4,13.18,16.4,15.6,14.57,14.63
Southampton,Southampton,3809,10.4,11.0,12.7,11.7,10.85,11.33
Southern Africa,Southern_Africa,3810,12.2,14.14,16.3,14.5,14.1,14.248
Southern Ocean,Southern_Ocean,3811,12.3,13.35,15.2,13.5,12.71,13.412
Southern Pacific 4449,Southern_Pacific_4449,3812,11.7,12.3,15.3,13.6,11.96,12.972
Southern Rockhopper Penguin,Southern_Rockhopper_Penguin,3813,9.1,9.75,11.7,11.2,12.52,10.854
Southern United States,Southern_United_States,3814,12.0,12.03,14.8,13.7,12.89,13.084
Soviet Union,Soviet_Union,3815,13.2,12.68,16.0,15.6,14.34,14.363999999999999
Soybean,Soybean,3816,11.0,11.21,13.3,13.0,12.24,12.150000000000002
Space Invaders,Space_Invaders,3817,11.0,11.92,13.2,11.9,10.91,11.786000000000001
Space Race,Space_Race,3818,11.2,11.42,13.6,13.3,12.42,12.388
Space Shuttle Challenger,Space_Shuttle_Challenger,3819,10.4,11.15,12.8,11.8,12.59,11.748000000000001
Space Shuttle Challenger disaster,Space_Shuttle_Challenger_disaster,3820,12.4,12.35,15.1,13.8,12.71,13.272000000000002
Space Shuttle Columbia,Space_Shuttle_Columbia,3821,11.8,12.04,14.6,13.2,12.36,12.8
Space Shuttle Columbia disaster,Space_Shuttle_Columbia_disaster,3822,11.9,12.47,14.6,14.1,12.82,13.178
Space Shuttle Endeavour,Space_Shuttle_Endeavour,3823,12.0,12.03,14.7,14.0,14.21,13.388
Space Shuttle program,Space_Shuttle_program,3824,10.7,12.28,14.0,13.0,11.6,12.315999999999999
Space exploration,Space_exploration,3825,12.1,12.87,14.5,13.4,12.48,13.069999999999999
Space station,Space_station,3826,10.9,12.86,13.8,12.6,11.55,12.342000000000002
Space suit,Space_suit,3827,11.1,12.31,13.8,11.8,11.44,12.09
Spacecraft propulsion,Spacecraft_propulsion,3828,11.7,11.2,13.3,13.5,11.37,12.214
Spain,Spain,3829,13.3,13.42,16.5,14.7,13.06,14.196000000000002
Spanish Armada,Spanish_Armada,3830,13.6,14.68,17.7,13.6,12.31,14.378
Spanish Inquisition,Spanish_Inquisition,3831,12.6,12.97,15.4,15.1,12.83,13.780000000000001
Spanish conquest of the Inca Empire,Spanish_conquest_of_the_Inca_Empire,3832,10.2,11.86,12.9,12.5,11.49,11.790000000000001
Spanish language,Spanish_language,3833,10.4,10.64,13.2,12.4,12.53,11.834
Sparrow,Sparrow,3834,9.7,10.88,12.2,12.0,12.64,11.484
Sparrowhawk,Sparrowhawk,3835,6.9,9.5,9.7,9.6,8.94,8.927999999999999
Speaker of the British House of Commons,Speaker_of_the_British_House_of_Commons,3836,10.7,11.2,13.4,12.9,11.14,11.867999999999999
Speaker of the United States House of Representatives,Speaker_of_the_United_States_House_of_Representatives,3837,11.5,11.19,13.9,13.8,12.3,12.538
Special relativity,Special_relativity,3838,13.2,12.82,15.0,15.3,11.49,13.561999999999998
Speech synthesis,Speech_synthesis,3839,12.1,11.69,15.2,14.4,14.79,13.636
Speed of light,Speed_of_light,3840,11.8,12.86,14.5,13.7,11.09,12.790000000000001
Sperm Whale,Sperm_Whale,3841,8.5,10.76,11.2,11.4,10.04,10.379999999999999
Sphere,Sphere,3842,10.1,11.48,11.4,12.1,9.46,10.908
Spherical aberration,Spherical_aberration,3843,14.1,14.91,16.1,14.8,11.44,14.27
Spider,Spider,3844,10.5,11.44,13.5,12.3,11.6,11.867999999999999
Spinosaurus,Spinosaurus,3845,11.7,12.87,14.9,13.4,13.17,13.207999999999998
Spirit of the American Doughboy,Spirit_of_the_American_Doughboy,3846,11.4,13.2,14.4,13.6,11.55,12.830000000000002
Spix's Macaw,Spix%27s_Macaw,3847,7.7,9.36,9.6,10.0,9.1,9.152
Split infinitive,Split_infinitive,3848,13.8,13.95,16.2,15.0,11.73,14.136000000000001
Sponsorship Directdebit,Sponsorship_Directdebit,3849,10.2,12.55,12.4,12.5,9.35,11.4
Sport,Sport,3850,12.2,13.93,15.0,14.4,13.0,13.706
Spotted Flycatcher,Spotted_Flycatcher,3851,8.7,11.23,10.7,11.6,10.61,10.568
Spring (season),Spring_%28season%29,3852,11.2,12.7,13.9,12.7,11.15,12.33
Spring Heeled Jack,Spring_Heeled_Jack,3853,12.5,13.7,15.7,13.6,11.49,13.398
Sputnik 1,Sputnik_1,3854,10.8,11.68,12.1,12.4,11.26,11.648
Sputnik 2,Sputnik_2,3855,10.8,12.02,11.3,12.1,10.27,11.298000000000002
Sputnik program,Sputnik_program,3856,9.4,10.85,11.8,11.6,11.02,10.934000000000001
Spyware,Spyware,3857,11.9,10.79,14.1,13.2,13.81,12.76
Squash (sport),Squash_%28sport%29,3858,11.7,12.67,14.2,12.7,10.45,12.344
Sri Lanka,Sri_Lanka,3859,11.5,11.85,14.2,13.6,12.65,12.76
Sri Lankan Civil War,Sri_Lankan_Civil_War,3860,12.2,12.83,15.9,14.1,12.25,13.456
St Buryan,St_Buryan,3861,11.9,12.76,14.3,12.6,10.8,12.472
St Michael's Mount,St_Michael%27s_Mount,3862,8.6,11.04,10.7,10.9,9.17,10.082
St Paul's Cathedral,St_Paul%27s_Cathedral,3863,10.6,12.68,14.1,12.0,10.57,11.99
Stag beetle,Stag_beetle,3864,8.5,10.78,11.5,10.7,10.56,10.408000000000001
Stage (theatre),Stage_%28theatre%29,3865,10.0,11.31,12.0,12.9,10.79,11.4
Stained glass,Stained_glass,3866,10.1,11.33,13.7,12.1,12.53,11.952
Stanisław Koniecpolski,Stanis%C5%82aw_Koniecpolski,3867,10.7,11.53,14.6,12.9,12.59,12.463999999999999
Stanisław Lem,Stanis%C5%82aw_Lem,3868,12.0,12.95,14.5,13.8,12.48,13.146
"Stanley, Falkland Islands",Stanley%2C_Falkland_Islands,3869,10.6,12.04,13.0,12.3,10.85,11.758
Stanley Baldwin,Stanley_Baldwin,3870,11.8,12.87,14.1,14.2,12.3,13.053999999999998
Star,Star,3871,10.8,10.21,11.9,13.2,11.14,11.45
StarCraft,StarCraft,3872,11.0,11.27,13.8,12.9,12.88,12.370000000000001
Star Fox  Assault,Star_Fox__Assault,3873,8.9,10.54,11.8,11.1,10.1,10.488
Star Trek,Star_Trek,3874,12.1,12.08,14.2,13.5,12.13,12.801999999999998
Star Trek  Deep Space Nine,Star_Trek__Deep_Space_Nine,3875,11.8,13.11,15.4,13.9,12.02,13.246
Star Trek  The Original Series,Star_Trek__The_Original_Series,3876,10.7,12.06,14.2,13.2,12.01,12.434
Star Wars,Star_Wars,3877,11.4,12.02,14.2,13.1,11.2,12.384
Star Wars Episode IV  A New Hope,Star_Wars_Episode_IV__A_New_Hope,3878,10.3,11.18,13.1,12.1,11.31,11.598
Star anise,Star_anise,3879,10.1,12.48,12.3,12.7,10.73,11.662
Stargate SG-1,Stargate_SG-1,3880,10.3,10.94,12.6,11.7,10.56,11.220000000000002
Starling,Starling,3881,10.9,13.23,15.8,13.9,15.72,13.910000000000002
Starship Troopers,Starship_Troopers,3882,12.8,12.87,15.4,13.8,12.25,13.424000000000001
Statistics,Statistics,3883,13.0,13.32,15.5,15.5,13.75,14.213999999999999
Statue of Zeus at Olympia,Statue_of_Zeus_at_Olympia,3884,11.3,12.86,13.8,11.2,9.12,11.655999999999999
Steam engine,Steam_engine,3885,12.2,11.73,14.1,13.5,12.07,12.72
Steel,Steel,3886,10.4,11.19,13.1,12.4,11.26,11.669999999999998
Stefan Edberg,Stefan_Edberg,3887,7.6,8.23,9.1,8.7,8.41,8.407999999999998
Stegosaurus,Stegosaurus,3888,9.6,10.71,13.2,11.9,12.47,11.576
Stem cell,Stem_cell,3889,12.9,13.8,15.0,14.9,13.58,14.036000000000001
Stephen Harper,Stephen_Harper,3890,11.6,11.97,14.5,14.2,12.88,13.029999999999998
Stephen Hawking,Stephen_Hawking,3891,10.9,12.61,13.5,12.9,11.15,12.212
Stephen Jay Gould,Stephen_Jay_Gould,3892,13.0,13.71,15.5,15.4,13.75,14.272
Stephen Trigg,Stephen_Trigg,3893,10.6,11.2,13.0,12.3,10.97,11.613999999999999
Stephen of England,Stephen_of_England,3894,9.5,11.66,13.1,11.5,10.5,11.251999999999999
Steve Davis,Steve_Davis,3895,10.8,12.08,14.1,12.4,10.22,11.92
Stickleback,Stickleback,3896,11.1,12.55,14.1,14.9,14.79,13.488
Still Game,Still_Game,3897,8.7,10.03,11.6,10.0,9.75,10.016
Stingray,Stingray,3898,9.5,11.25,12.3,12.0,11.66,11.341999999999999
Stock,Stock,3899,11.4,11.55,13.0,14.2,11.55,12.34
Stock car (rail),Stock_car_%28rail%29,3900,11.2,12.5,14.4,13.3,11.9,12.66
Stockholm,Stockholm,3901,11.0,11.23,14.1,13.1,13.17,12.52
Stoicism,Stoicism,3902,11.7,13.21,15.0,14.1,13.05,13.412
Stone Age,Stone_Age,3903,10.7,11.23,13.0,12.6,12.36,11.978
Stonehenge,Stonehenge,3904,10.7,11.47,13.3,12.4,11.2,11.813999999999998
Storm of October 1804,Storm_of_October_1804,3905,6.6,7.21,9.0,9.6,9.33,8.347999999999999
Stornoway,Stornoway,3906,11.6,13.44,14.5,12.5,11.49,12.706
Stourbridge Lion,Stourbridge_Lion,3907,10.8,11.57,12.8,12.6,10.44,11.642
Strait of Malacca,Strait_of_Malacca,3908,9.5,11.21,11.2,11.7,10.44,10.809999999999999
Stratford-upon-Avon,Stratford-upon-Avon,3909,10.1,11.37,13.4,11.6,11.89,11.672
String theory,String_theory,3910,12.6,12.14,15.3,15.5,12.6,13.628
Stroke,Stroke,3911,12.6,12.32,15.1,14.5,13.98,13.7
Strontium,Strontium,3912,9.6,10.7,11.9,12.5,12.29,11.398
Struthiomimus,Struthiomimus,3913,9.8,11.33,13.7,12.2,12.71,11.948
Stuttering,Stuttering,3914,12.0,10.8,14.3,14.2,13.81,13.022
Stuttgart,Stuttgart,3915,11.3,11.93,14.5,13.0,13.11,12.768
Styracosaurus,Styracosaurus,3916,7.2,9.93,10.7,10.5,10.9,9.846
Sub-Saharan Africa,Sub-Saharan_Africa,3917,10.7,12.69,13.7,13.8,13.17,12.812000000000001
Suburbs of Johannesburg,Suburbs_of_Johannesburg,3918,11.3,10.98,13.5,12.7,12.24,12.144000000000002
Sucre,Sucre,3919,11.8,13.96,14.1,13.3,10.51,12.733999999999998
Sudan,Sudan,3920,13.4,13.47,17.4,14.5,13.52,14.457999999999998
Sudanic languages,Sudanic_languages,3921,12.2,13.66,15.5,15.1,15.03,14.297999999999998
Sudoku,Sudoku,3922,11.7,11.89,13.8,12.9,11.6,12.378
Suez Canal,Suez_Canal,3923,9.3,11.9,12.7,11.8,10.62,11.264
Suffrage,Suffrage,3924,12.4,13.01,14.0,13.8,11.38,12.917999999999997
Sugar,Sugar,3925,10.9,11.36,14.2,13.3,13.46,12.643999999999998
Sugar beet,Sugar_beet,3926,9.9,11.43,12.2,12.4,10.97,11.379999999999999
Sugarcane,Sugarcane,3927,11.0,12.13,13.5,13.6,12.71,12.588000000000001
Suikinkutsu,Suikinkutsu,3928,9.6,10.45,11.2,11.6,10.39,10.648
Suleiman the Magnificent,Suleiman_the_Magnificent,3929,12.7,13.77,16.1,13.3,11.38,13.45
Sulfur,Sulfur,3930,10.3,11.06,12.7,12.6,12.18,11.768
Sulfuric acid,Sulfuric_acid,3931,11.4,11.89,13.7,14.2,12.13,12.664
Sultan,Sultan,3932,14.0,14.41,16.7,13.4,11.67,14.035999999999998
Sumac,Sumac,3933,9.0,11.22,12.1,11.4,11.66,11.075999999999999
Sumatra,Sumatra,3934,9.8,10.5,12.4,11.9,12.76,11.472
Sumer,Sumer,3935,11.6,11.96,14.1,13.7,12.3,12.732
Summer,Summer,3936,10.4,11.1,12.6,11.9,10.5,11.3
"Summer Hill, New South Wales",Summer_Hill%2C_New_South_Wales,3937,10.6,11.8,13.2,12.5,11.2,11.86
Sumo,Sumo,3938,9.9,10.42,12.1,12.3,10.79,11.102
Sun,Sun,3939,12.5,12.13,14.3,14.0,11.67,12.920000000000002
Sun Tzu,Sun_Tzu,3940,10.8,12.72,11.5,13.1,9.0,11.424000000000001
Sun Yat-sen,Sun_Yat-sen,3941,12.7,12.98,14.5,13.6,11.55,13.065999999999999
Sundew,Sundew,3942,10.0,10.9,12.4,12.1,12.41,11.562000000000001
Sunflower,Sunflower,3943,8.7,10.15,10.5,12.2,10.44,10.398
Sunlight,Sunlight,3944,11.6,12.81,13.6,13.5,12.13,12.728
Sunol Water Temple,Sunol_Water_Temple,3945,11.7,13.33,14.4,12.7,11.15,12.655999999999999
Sunset Boulevard (1950 film),Sunset_Boulevard_%281950_film%29,3946,10.0,10.74,12.2,11.5,10.68,11.024
Super 14,Super_14,3947,11.7,12.3,13.9,12.5,10.62,12.203999999999999
Super Bowl XL,Super_Bowl_XL,3948,12.0,12.01,15.5,12.3,11.78,12.718
Super Chief,Super_Chief,3949,11.7,12.96,15.1,13.0,11.78,12.907999999999998
Super Mario 64,Super_Mario_64,3950,10.7,11.65,12.4,11.8,10.1,11.33
Super Mario Bros.,Super_Mario_Bros.,3951,7.4,8.58,9.9,10.4,9.68,9.192
Superconductivity,Superconductivity,3952,13.8,11.91,15.7,15.5,14.62,14.306000000000001
Superman,Superman,3953,12.1,11.82,14.5,14.3,12.19,12.982
Supermarine Spitfire,Supermarine_Spitfire,3954,11.0,11.96,14.5,12.7,12.19,12.469999999999999
Supply and demand,Supply_and_demand,3955,9.6,9.9,10.8,12.2,9.81,10.462
Supply chain management,Supply_chain_management,3956,15.7,14.12,19.1,17.2,17.87,16.798000000000002
Supreme Court of the United States,Supreme_Court_of_the_United_States,3957,11.9,11.98,14.9,13.8,12.71,13.057999999999998
Suriname,Suriname,3958,10.3,10.94,12.4,12.0,12.0,11.528
Surtsey,Surtsey,3959,10.2,10.48,11.9,11.2,10.27,10.809999999999999
Sustainable forestry,Sustainable_forestry,3960,11.8,12.31,14.6,14.2,12.94,13.169999999999998
Sutton Hoo,Sutton_Hoo,3961,10.9,11.63,13.5,13.0,11.26,12.058
Svalbard,Svalbard,3962,11.2,11.82,13.6,12.8,12.36,12.356
Svartálfar,Svart%C3%A1lfar,3963,11.0,13.8,15.5,12.7,11.09,12.818000000000001
Swallow,Swallow,3964,9.4,11.58,13.2,12.0,13.11,11.858
Swan,Swan,3965,9.4,10.47,11.8,11.0,11.2,10.774000000000001
Swastika,Swastika,3966,11.9,11.71,13.9,12.9,11.6,12.402
Swaziland,Swaziland,3967,10.5,11.63,13.1,12.5,12.94,12.134
Sweden,Sweden,3968,11.5,11.69,14.4,13.4,12.88,12.774
Swedish allotment system,Swedish_allotment_system,3969,11.3,12.75,14.7,12.9,10.22,12.373999999999999
Swift,Swift,3970,11.5,13.52,15.6,14.0,14.33,13.790000000000001
Swiss Federal Council,Swiss_Federal_Council,3971,14.1,13.42,16.2,15.8,13.29,14.562000000000001
Swissair Flight 111,Swissair_Flight_111,3972,9.5,11.13,12.3,12.4,11.49,11.364
Switzerland,Switzerland,3973,11.8,12.34,15.0,14.0,13.17,13.262
Sydney,Sydney,3974,10.9,10.94,13.5,12.7,12.76,12.16
Sydney Newman,Sydney_Newman,3975,12.4,13.67,15.4,14.2,11.15,13.364
Sydney Riot of 1879,Sydney_Riot_of_1879,3976,10.3,11.83,13.0,11.8,9.81,11.348000000000003
Sylvanus Morley,Sylvanus_Morley,3977,14.4,15.11,17.9,15.4,13.0,15.162
Symmetry,Symmetry,3978,13.5,13.08,15.1,15.7,12.83,14.041999999999998
Synthesizer,Synthesizer,3979,12.8,11.79,14.9,15.1,13.29,13.575999999999999
Syria,Syria,3980,12.8,12.14,14.8,14.3,13.17,13.442000000000002
T-34,T-34,3981,10.4,11.4,13.6,13.3,11.43,12.026
T. D. Judah,T._D._Judah,3982,8.4,8.71,10.9,10.7,10.84,9.91
T. S. Eliot,T._S._Eliot,3983,10.3,11.5,12.6,12.3,10.56,11.452000000000002
TGV,TGV,3984,10.5,10.98,13.1,12.1,11.02,11.540000000000001
Tacitean studies,Tacitean_studies,3985,14.3,15.49,17.9,16.2,12.83,15.344
Tagoi language,Tagoi_language,3986,8.2,9.29,10.3,10.5,9.28,9.514
Taipei,Taipei,3987,12.2,12.96,15.2,14.0,12.89,13.45
Taiwan,Taiwan,3988,12.2,12.58,15.3,14.0,13.18,13.451999999999998
Taj Mahal,Taj_Mahal,3989,9.9,10.62,12.3,11.9,11.2,11.184000000000001
Tajikistan,Tajikistan,3990,11.0,11.53,13.8,12.8,13.0,12.425999999999998
Talc,Talc,3991,11.9,14.25,15.3,14.9,13.34,13.937999999999999
Tamarind,Tamarind,3992,6.8,9.56,9.4,11.1,9.79,9.33
Tamil language,Tamil_language,3993,11.3,11.6,14.0,13.3,12.47,12.534
Tamil people,Tamil_people,3994,12.1,12.08,14.7,13.7,12.77,13.069999999999999
Tank,Tank,3995,12.0,11.58,14.4,13.6,12.42,12.8
Tansy,Tansy,3996,9.7,10.81,12.5,10.9,11.2,11.022
Tantalum,Tantalum,3997,12.7,14.08,15.0,15.4,13.52,14.14
Tanzania,Tanzania,3998,12.3,12.53,15.7,14.2,13.41,13.628
Tao Te Ching,Tao_Te_Ching,3999,10.3,12.15,13.0,12.4,10.5,11.67
Taoism,Taoism,4000,11.4,12.17,14.2,13.8,12.59,12.831999999999999
Tarragon,Tarragon,4001,8.3,10.44,10.5,11.3,11.08,10.324000000000002
Tashkent,Tashkent,4002,9.6,11.01,12.5,12.0,11.66,11.354
Tasmanian Devil,Tasmanian_Devil,4003,10.5,10.74,11.5,12.3,11.14,11.236
Tawny Owl,Tawny_Owl,4004,5.9,8.85,8.6,9.8,8.76,8.382000000000001
Tay-Sachs disease,Tay-Sachs_disease,4005,12.7,12.6,14.9,14.6,13.52,13.663999999999998
Tay Rail Bridge,Tay_Rail_Bridge,4006,9.4,11.46,12.9,11.7,10.68,11.227999999999998
TeX,TeX,4007,12.3,12.36,14.1,13.7,11.61,12.813999999999998
Tea,Tea,4008,10.1,11.06,12.6,12.4,10.79,11.389999999999999
Technetium,Technetium,4009,10.5,10.65,12.4,13.1,12.01,11.732
Technology,Technology,4010,13.7,13.04,15.3,15.1,14.33,14.294
Tehran,Tehran,4011,9.2,10.52,12.3,12.0,11.89,11.181999999999999
Tel Aviv,Tel_Aviv,4012,8.6,10.31,11.7,11.2,10.1,10.382000000000001
Telecommunication,Telecommunication,4013,12.4,11.06,14.2,13.9,13.17,12.945999999999998
Telephone,Telephone,4014,11.6,12.73,14.7,13.8,13.17,13.2
Telephone exchange,Telephone_exchange,4015,10.0,9.45,12.3,11.9,12.29,11.187999999999999
Telescope,Telescope,4016,12.8,13.09,15.2,14.1,13.63,13.764000000000001
Television,Television,4017,11.9,12.79,15.3,14.2,13.29,13.495999999999999
Tellurium,Tellurium,4018,10.9,10.82,12.5,13.3,12.87,12.078
Temperate,Temperate,4019,9.6,9.73,11.3,11.8,11.83,10.852
Temple of Artemis,Temple_of_Artemis,4020,10.1,11.63,12.6,11.5,11.08,11.382
Templon,Templon,4021,10.4,11.6,13.3,12.6,11.6,11.9
Tennis,Tennis,4022,9.2,10.43,12.1,11.5,9.86,10.617999999999999
Tennis Masters Cup,Tennis_Masters_Cup,4023,10.3,12.2,13.3,12.0,10.28,11.616
"Tenzin Gyatso, 14th Dalai Lama",Tenzin_Gyatso%2C_14th_Dalai_Lama,4024,12.1,12.52,14.0,13.4,11.78,12.76
Tenzing Norgay,Tenzing_Norgay,4025,10.4,12.01,12.5,11.4,9.0,11.062
Terbium,Terbium,4026,8.8,10.9,11.7,11.7,10.96,10.812000000000001
Terik,Terik,4027,9.4,11.15,12.5,12.0,11.89,11.388
Tern,Tern,4028,9.4,11.78,13.2,11.4,10.85,11.325999999999999
Terrorism,Terrorism,4029,13.7,14.11,16.6,16.3,14.39,15.02
Textile,Textile,4030,11.2,11.67,13.9,12.7,12.65,12.424
Thailand,Thailand,4031,9.4,10.67,12.4,12.3,11.84,11.322
Thalassemia,Thalassemia,4032,12.1,12.74,14.6,13.9,12.71,13.209999999999999
Thallium,Thallium,4033,11.8,12.44,12.8,13.9,12.36,12.66
The Absent-Minded Beggar,The_Absent-Minded_Beggar,4034,12.3,14.21,15.0,13.8,10.86,13.234
The Adventures of Tintin,The_Adventures_of_Tintin,4035,11.1,12.45,14.4,13.6,11.9,12.69
The Anarchy,The_Anarchy,4036,10.2,12.36,13.8,11.9,10.68,11.788
The Ashes,The_Ashes,4037,9.7,10.81,12.4,10.8,9.87,10.715999999999998
The Bahamas,The_Bahamas,4038,9.7,10.59,12.1,12.2,12.58,11.434000000000001
The Beano,The_Beano,4039,7.5,8.59,9.2,9.5,8.81,8.72
The Beatles,The_Beatles,4040,11.9,12.68,15.2,14.0,11.67,13.09
The Beatles discography,The_Beatles_discography,4041,8.1,9.77,9.9,11.3,8.94,9.601999999999999
The Blitz,The_Blitz,4042,10.5,12.12,14.1,12.8,12.36,12.376
The Broads,The_Broads,4043,10.8,11.77,12.9,12.0,10.68,11.629999999999999
The Brothers Karamazov,The_Brothers_Karamazov,4044,10.8,12.06,13.5,13.0,11.44,12.16
The Canadian,The_Canadian,4045,14.8,14.76,17.8,16.1,14.05,15.502
The Cantos,The_Cantos,4046,12.3,12.95,14.8,13.2,10.62,12.774
The Cat in the Hat,The_Cat_in_the_Hat,4047,8.4,10.62,10.2,10.6,8.76,9.716
The Catcher in the Rye,The_Catcher_in_the_Rye,4048,8.6,10.37,10.8,10.7,9.28,9.95
The Catlins,The_Catlins,4049,9.9,11.43,13.4,11.6,10.91,11.447999999999999
"The Championships, Wimbledon",The_Championships%2C_Wimbledon,4050,9.8,10.21,12.6,12.2,11.37,11.236
The Children's Machine,The_Children%27s_Machine,4051,11.4,11.66,13.3,13.3,11.78,12.288
The Count of Monte Cristo,The_Count_of_Monte_Cristo,4052,9.3,10.08,11.6,10.7,11.08,10.552000000000001
The Country Wife,The_Country_Wife,4053,13.5,15.11,17.8,14.5,12.72,14.725999999999999
The Curious Incident of the Dog in the Night-time,The_Curious_Incident_of_the_Dog_in_the_Night-time,4054,11.2,12.94,13.7,12.8,11.15,12.358
The Dandy,The_Dandy,4055,8.4,9.83,10.4,10.4,9.05,9.616
The Fairy-Queen,The_Fairy-Queen,4056,14.3,16.81,18.5,15.2,12.2,15.402000000000001
The Famous Five (characters),The_Famous_Five_%28characters%29,4057,10.4,12.3,13.6,11.5,10.22,11.604000000000001
The Fens,The_Fens,4058,9.9,11.92,13.4,11.7,10.97,11.578
The Frogs,The_Frogs,4059,7.7,9.07,10.8,10.1,10.44,9.622
The Gambia,The_Gambia,4060,10.0,10.78,12.6,12.7,12.58,11.732
The Godfather,The_Godfather,4061,11.1,11.71,13.6,12.7,10.86,11.994
The Great Exhibition,The_Great_Exhibition,4062,16.4,18.09,19.0,17.3,13.41,16.839999999999996
The Hague,The_Hague,4063,9.5,10.49,12.0,11.7,11.08,10.953999999999999
The Hitchhiker's Guide to the Galaxy,The_Hitchhiker%27s_Guide_to_the_Galaxy,4064,12.7,12.92,15.6,12.8,10.86,12.975999999999999
The Hobbit,The_Hobbit,4065,11.0,11.62,13.1,11.4,10.57,11.538
The Holocaust,The_Holocaust,4066,13.5,13.19,16.9,14.8,13.18,14.313999999999998
The Illuminatus! Trilogy,The_Illuminatus%21_Trilogy,4067,11.4,11.82,13.7,13.7,12.13,12.55
The Importance of Being Earnest,The_Importance_of_Being_Earnest,4068,9.7,10.69,11.6,11.7,10.1,10.758
The Iron Bridge,The_Iron_Bridge,4069,8.0,9.48,10.5,10.0,9.8,9.556000000000001
The King's Regiment (Liverpool),The_King%27s_Regiment_%28Liverpool%29,4070,11.1,10.7,13.2,13.4,11.95,12.069999999999999
The Last Supper (Leonardo),The_Last_Supper_%28Leonardo%29,4071,11.2,12.54,13.7,12.5,11.2,12.228
The Legend of Zelda series,The_Legend_of_Zelda_series,4072,11.0,11.89,13.7,13.2,11.26,12.21
"The Lion, the Witch and the Wardrobe",The_Lion%2C_the_Witch_and_the_Wardrobe,4073,9.3,11.44,12.3,11.6,10.04,10.936000000000002
The Lion King,The_Lion_King,4074,10.8,11.29,13.0,11.9,10.51,11.5
The Lorax,The_Lorax,4075,12.6,13.43,15.5,13.9,10.86,13.258
The Lord of the Rings,The_Lord_of_the_Rings,4076,10.6,12.15,14.0,12.4,10.33,11.895999999999999
The Lord of the Rings film trilogy,The_Lord_of_the_Rings_film_trilogy,4077,10.9,11.31,13.1,12.0,10.74,11.610000000000001
The Magic Flute,The_Magic_Flute,4078,9.0,10.65,11.7,10.7,9.63,10.336
The Marriage of Figaro,The_Marriage_of_Figaro,4079,10.3,10.83,12.3,12.1,10.04,11.114
The Merchant of Venice,The_Merchant_of_Venice,4080,11.7,13.06,14.5,13.6,11.2,12.812000000000001
The Mismeasure of Man,The_Mismeasure_of_Man,4081,15.4,15.82,17.8,16.7,13.06,15.756
The Old Man and the Sea,The_Old_Man_and_the_Sea,4082,11.2,12.78,12.9,13.2,10.1,12.036
The Origin of Species,The_Origin_of_Species,4083,15.0,15.9,18.8,16.7,13.41,15.962
The Oz books,The_Oz_books,4084,9.3,10.25,11.1,11.3,10.27,10.443999999999999
The Picture of Dorian Gray,The_Picture_of_Dorian_Gray,4085,11.0,11.85,13.2,13.1,10.45,11.919999999999998
The Pilgrim's Progress,The_Pilgrim%27s_Progress,4086,11.6,12.56,14.3,12.1,10.91,12.294
The Quatermass Experiment,The_Quatermass_Experiment,4087,11.8,12.82,15.2,13.6,11.9,13.064000000000002
The Relapse,The_Relapse,4088,14.1,15.59,18.5,15.0,12.54,15.145999999999997
The Rime of the Ancient Mariner,The_Rime_of_the_Ancient_Mariner,4089,12.4,14.3,15.7,12.2,9.93,12.906
The Rite of Spring,The_Rite_of_Spring,4090,12.7,14.84,16.3,14.0,11.67,13.902000000000001
The Rolling Stones,The_Rolling_Stones,4091,13.1,13.72,16.4,13.0,10.97,13.437999999999999
The Seagull,The_Seagull,4092,9.2,9.53,11.2,10.8,10.79,10.303999999999998
The Shawshank Redemption,The_Shawshank_Redemption,4093,9.7,11.11,11.8,10.6,9.12,10.466
The Simpsons,The_Simpsons,4094,9.9,10.55,12.9,12.0,11.49,11.368
The Smiths,The_Smiths,4095,11.1,11.89,13.7,12.6,10.97,12.052
The Supremes,The_Supremes,4096,10.4,11.59,14.8,11.7,11.32,11.962000000000002
The Temptations,The_Temptations,4097,11.6,11.59,15.9,12.8,12.54,12.886000000000001
The Wall Street Journal,The_Wall_Street_Journal,4098,11.0,11.47,12.9,13.4,12.07,12.168
The Waste Land,The_Waste_Land,4099,10.9,13.06,14.0,12.4,9.81,12.034
The West Wing (TV series),The_West_Wing_%28TV_series%29,4100,11.5,11.49,13.7,13.3,12.07,12.411999999999999
The X-Files,The_X-Files,4101,11.1,11.63,14.0,12.3,11.2,12.046000000000001
Theatre,Theatre,4102,13.0,14.09,16.0,14.7,13.98,14.354000000000003
"Theatre Royal, Drury Lane",Theatre_Royal%2C_Drury_Lane,4103,11.9,12.73,15.0,13.1,11.49,12.844
