,source,target,num_games,min_path_length,max_path_length,mean_path_length,median_path_length,optimal_path_length
2553,Australian rules football,Nintendo DS,2,4,6,5.0,5.0,3.0
2554,Australian rules football,Ordination of women,1,5,5,5.0,5.0,3.0
2555,Australian rules football,Parliament of Canada,1,5,5,5.0,5.0,3.0
2556,Australian rules football,Prime Minister of the United Kingdom,1,4,4,4.0,4.0,2.0
2557,Australian rules football,U.S. state,3,6,8,6.666666666666667,6.0,3.0
2558,Austria,African Buffalo,1,13,13,13.0,13.0,4.0
2559,Austria,Germany,1,2,2,2.0,2.0,1.0
2560,Austria,Ocean,1,5,5,5.0,5.0,2.0
2561,Austria,Swiss Federal Council,1,3,3,3.0,3.0,2.0
2562,Austria,Vienna,1,2,2,2.0,2.0,1.0
2563,Autism,Agnosticism,2,5,5,5.0,5.0,2.0
2564,Autism,Asparagus,1,8,8,8.0,8.0,4.0
2565,Autism,Barcelona,2,4,6,5.0,5.0,3.0
2566,Autism,Californium,1,5,5,5.0,5.0,4.0
2567,Autism,Cheese,1,3,3,3.0,3.0,2.0
2568,Autism,Darth Vader,1,12,12,12.0,12.0,4.0
2569,Autism,Great Rift Valley,1,13,13,13.0,13.0,3.0
2570,Autism,Lima,1,4,4,4.0,4.0,3.0
2571,Autism,Mary I of Scotland,4,5,8,6.5,6.5,3.0
2572,Autism,Philippines,1,3,3,3.0,3.0,2.0
2573,Autism,Poetry,4,3,10,6.0,5.5,2.0
2574,Autism,Publishing,1,17,17,17.0,17.0,2.0
2575,Autism,Rutherfordium,3,5,7,6.333333333333333,7.0,4.0
2576,Autism,Sport,1,12,12,12.0,12.0,2.0
2577,Autism,Sugar,1,5,5,5.0,5.0,2.0
2578,Autism,Trout,3,6,22,11.666666666666666,7.0,3.0
2579,Autism,Ukraine,4,4,7,5.75,6.0,2.0
2580,Autism,Venus and Adonis (opera),1,11,11,11.0,11.0,3.0
2581,Auto racing,Antelope,5,8,11,9.4,9.0,2.0
2582,Auto racing,Battle of Gettysburg,1,4,4,4.0,4.0,2.0
2583,Auto racing,Confucius,8,5,7,5.5,5.0,3.0
2584,Auto racing,Household income in the United States,5,3,10,5.2,3.0,2.0
2585,Auto racing,Hurricane Lenny,1,9,9,9.0,9.0,3.0
2586,Auto racing,Kashmir region,1,6,6,6.0,6.0,3.0
2587,Auto racing,Richard Nixon,1,6,6,6.0,6.0,3.0
2588,Auto racing,Space Invaders,3,7,10,8.0,7.0,4.0
2589,Autocracy,Astrology,1,12,12,12.0,12.0,3.0
2590,Autocracy,England,1,3,3,3.0,3.0,2.0
2591,Autocracy,Juice,1,8,8,8.0,8.0,4.0
2592,Autocracy,List of essential oils,1,10,10,10.0,10.0,4.0
2593,Automated teller machine,Geology,1,9,9,9.0,9.0,3.0
2594,Automated teller machine,Pope,1,10,10,10.0,10.0,3.0
2595,Automated teller machine,Tern,1,9,9,9.0,9.0,3.0
2596,Automobile,Bromine,1,4,4,4.0,4.0,3.0
2597,Automobile,Domesticated turkey,1,4,4,4.0,4.0,3.0
2598,Automobile,Hydrogen,1,2,2,2.0,2.0,1.0
2599,Automobile,Lake Turkana,2,4,22,13.0,13.0,3.0
2600,Automobile,Library of Alexandria,1,9,9,9.0,9.0,3.0
2601,Automobile,Moon,1,3,3,3.0,3.0,2.0
2602,Automobile,Ozone,1,3,3,3.0,3.0,2.0
2603,Automobile,Ozone depletion,2,4,6,5.0,5.0,3.0
2604,Automobile,Philosophy,1,4,4,4.0,4.0,2.0
2605,Automobile,Pluto,47,4,11,5.787234042553192,6.0,3.0
2606,Automobile,Radon,4,4,24,10.75,7.5,3.0
2607,Automobile,Swastika,1,4,4,4.0,4.0,3.0
2608,Automobile,Windows XP,20,5,16,6.15,5.0,4.0
2609,Autorack,9th century,1,6,6,6.0,6.0,3.0
2610,Autorack,Entropy,1,5,5,5.0,5.0,3.0
2611,Autorack,Flood,1,4,4,4.0,4.0,2.0
2612,Autorack,J. K. Rowling,2,5,8,6.5,6.5,3.0
2613,Autorack,Pope John Paul II,1,7,7,7.0,7.0,3.0
2614,Autorack,Smog,2,3,12,7.5,7.5,2.0
2615,Autorack,Speed of light,1,8,8,8.0,8.0,3.0
2616,Autorack,Women's rights,1,8,8,8.0,8.0,3.0
2617,Autumn,Civil society,1,4,4,4.0,4.0,3.0
2618,Autumn,Galápagos Islands,1,5,5,5.0,5.0,3.0
2619,Autumn,Hong Kong,1,3,3,3.0,3.0,2.0
2620,Autumn,Joan of Arc,1,4,4,4.0,4.0,3.0
2621,Autumn,Mars Reconnaissance Orbiter,1,7,7,7.0,7.0,3.0
2622,Autumn,Republic of Ireland,1,4,4,4.0,4.0,2.0
2623,Autumn,Sauroposeidon,1,18,18,18.0,18.0,4.0
2624,Autumn,Strontium,1,11,11,11.0,11.0,4.0
2625,Autumn,Topology,1,5,5,5.0,5.0,3.0
2626,Autumn,Visual arts,1,8,8,8.0,8.0,3.0
2627,Autumn,Voting,5,5,20,9.8,8.0,3.0
2628,Avacha Volcano,Material properties of diamond,1,7,7,7.0,7.0,5.0
2629,Avacha Volcano,Namibia,1,4,4,4.0,4.0,3.0
2630,Avacha Volcano,Saurischia,1,7,7,7.0,7.0,4.0
2631,Avacha Volcano,Tripoli,2,5,6,5.5,5.5,3.0
2632,Avalanche,2003 Atlantic hurricane season,1,7,7,7.0,7.0,4.0
2633,Avalanche,Algebra,1,5,5,5.0,5.0,3.0
2634,Avalanche,Flag of Mexico,5,5,9,6.4,6.0,3.0
2635,Avalanche,Geometry,2,7,14,10.5,10.5,3.0
2636,Avalanche,Glastonbury Festival,1,11,11,11.0,11.0,4.0
2637,Avalanche,ITunes,3,7,30,16.666666666666668,13.0,4.0
2638,Avalanche,Invasion,1,19,19,19.0,19.0,2.0
2639,Avalanche,Jet engine,2,6,9,7.5,7.5,3.0
2640,Avalanche,Manganese,1,7,7,7.0,7.0,2.0
2641,Avalanche,Mars Exploration Rover,2,7,7,7.0,7.0,4.0
2642,Avalanche,Monty Python,1,10,10,10.0,10.0,3.0
2643,Avalanche,Property,1,7,7,7.0,7.0,2.0
2644,Avalanche,Sumac,1,7,7,7.0,7.0,2.0
2645,Avalanche,Ultraviolet,1,4,4,4.0,4.0,3.0
2646,Avocado,Brazil,1,3,3,3.0,3.0,1.0
2647,Avocado,Gaborone,1,8,8,8.0,8.0,3.0
2648,Avocado,John Flamsteed,1,14,14,14.0,14.0,4.0
2649,Avocado,Mahabharata,1,7,7,7.0,7.0,2.0
2650,Avocado,Newcastle upon Tyne,2,6,6,6.0,6.0,3.0
2651,Avocado,Snow,1,4,4,4.0,4.0,2.0
2652,Avocado,Tripoli,1,8,8,8.0,8.0,3.0
2653,Avocado,World Wide Web,1,5,5,5.0,5.0,3.0
2654,Avon Gorge,1973 oil crisis,1,9,9,9.0,9.0,3.0
2655,Avon Gorge,Australian Green Tree Frog,1,4,4,4.0,4.0,3.0
2656,Avon Gorge,Earth,1,3,3,3.0,3.0,2.0
2657,Avon Gorge,Halloween,1,7,7,7.0,7.0,3.0
2658,Avon Gorge,Natural gas,1,6,6,6.0,6.0,3.0
2659,Avon Gorge,The Beatles discography,1,7,7,7.0,7.0,4.0
2660,Avro Lancaster,Acceleration,1,5,5,5.0,5.0,3.0
2661,Avro Lancaster,Chad,1,4,4,4.0,4.0,3.0
2662,Axe,C++,1,6,6,6.0,6.0,3.0
2663,Axe,Church of Ireland,1,3,3,3.0,3.0,2.0
2664,Axe,Code of Hammurabi,1,18,18,18.0,18.0,3.0
2665,Axe,Czech Republic,1,3,3,3.0,3.0,2.0
2666,Axe,FIFA,1,6,6,6.0,6.0,3.0
2667,Axe,Hungary,1,4,4,4.0,4.0,2.0
2668,Axe,Insect,1,4,4,4.0,4.0,2.0
2669,Axe,Iron,1,2,2,2.0,2.0,1.0
2670,Axe,Islam,1,3,3,3.0,3.0,2.0
2671,Axe,Jesus,1,3,3,3.0,3.0,2.0
2672,Axe,Parrot,4,6,7,6.75,7.0,3.0
2673,Axe,Rice,1,4,4,4.0,4.0,3.0
2674,Axe,Space Invaders,2,7,12,9.5,9.5,4.0
2675,Axe,The Cat in the Hat,1,13,13,13.0,13.0,3.0
2676,Axe,Windows 2000,7,5,7,6.0,6.0,4.0
2677,Ayaan Hirsi Ali,Bluegrass music,1,7,7,7.0,7.0,3.0
2678,Ayaan Hirsi Ali,Cardiff,4,4,12,6.75,5.5,3.0
2679,Ayaan Hirsi Ali,Ice,1,4,4,4.0,4.0,3.0
2680,Ayaan Hirsi Ali,Irish Sea,1,4,4,4.0,4.0,3.0
2681,Ayaan Hirsi Ali,Morocco,1,3,3,3.0,3.0,2.0
2682,Ayaan Hirsi Ali,North Korea,1,3,3,3.0,3.0,2.0
2683,Ayaan Hirsi Ali,World Wide Web,1,4,4,4.0,4.0,2.0
2684,"Aymer de Valence, 2nd Earl of Pembroke",Czech Republic,1,3,3,3.0,3.0,2.0
2685,Azerbaijan,Culture,1,3,3,3.0,3.0,2.0
2686,Azerbaijan,Czech Republic,1,2,2,2.0,2.0,1.0
2687,Azerbaijan,Magna Carta,1,5,5,5.0,5.0,2.0
2688,Azerbaijan,Oregon,5,4,6,5.2,6.0,3.0
2689,Azerbaijan,"Washington, D.C.",2,4,5,4.5,4.5,2.0
2690,Azerbaijani people,African Penguin,1,7,7,7.0,7.0,4.0
2691,Azerbaijani people,Agamemnon,1,8,8,8.0,8.0,3.0
2692,Azerbaijani people,Benito Mussolini,1,4,4,4.0,4.0,2.0
2693,Azerbaijani people,Bronze Age,2,9,11,10.0,10.0,2.0
2694,Azerbaijani people,Eyelid,2,8,9,8.5,8.5,4.0
2695,Azerbaijani people,Goa,1,5,5,5.0,5.0,3.0
2696,Azerbaijani people,Ice,1,7,7,7.0,7.0,3.0
2697,Azerbaijani people,New Zealand,1,4,4,4.0,4.0,2.0
2698,Azerbaijani people,Radium,1,16,16,16.0,16.0,3.0
2699,Azerbaijani people,Serbia and Montenegro,1,10,10,10.0,10.0,3.0
2700,Aztec,Cell (biology),1,5,5,5.0,5.0,3.0
2701,Aztec,Flat Earth,1,5,5,5.0,5.0,3.0
2702,Aztec,Libya,2,4,5,4.5,4.5,3.0
2703,Aztec,Marxism,1,3,3,3.0,3.0,2.0
2704,Aztec,Nationality,1,14,14,14.0,14.0,3.0
2705,Aztec,Tower of London,2,4,5,4.5,4.5,3.0
2706,B vitamins,Antimony,1,11,11,11.0,11.0,3.0
2707,B vitamins,Biology,4,6,7,6.75,7.0,3.0
2708,B vitamins,"Cleveland, Ohio",1,8,8,8.0,8.0,4.0
2709,B vitamins,Gaza Strip,2,5,7,6.0,6.0,3.0
2710,B vitamins,Israel,2,4,6,5.0,5.0,3.0
2711,B vitamins,Leon Trotsky,1,5,5,5.0,5.0,3.0
2712,B vitamins,Theatre,2,6,8,7.0,7.0,3.0
2713,B vitamins,Vitamin C,1,2,2,2.0,2.0,1.0
2714,B vitamins,Waste management,1,19,19,19.0,19.0,3.0
2715,B vitamins,Yenisei River,1,22,22,22.0,22.0,4.0
2716,BAE Systems,Afghanistan,2,3,5,4.0,4.0,2.0
2717,BAE Systems,Alexander Hamilton,1,6,6,6.0,6.0,2.0
2718,BAE Systems,Chew Valley Lake,1,9,9,9.0,9.0,4.0
2719,BAE Systems,Easter Island,1,6,6,6.0,6.0,3.0
2720,BASIC,Babylonia,2,6,9,7.5,7.5,3.0
2721,BASIC,Brazil,1,6,6,6.0,6.0,2.0
2722,BASIC,Cape Verde,1,6,6,6.0,6.0,3.0
2723,BASIC,Hutu,1,7,7,7.0,7.0,3.0
2724,BASIC,Light,1,4,4,4.0,4.0,3.0
2725,BASIC,Paris,3,4,6,5.333333333333333,6.0,3.0
2726,BASIC,Phishing,2,6,9,7.5,7.5,4.0
2727,BASIC,Superconductivity,6,5,13,7.166666666666667,5.5,4.0
2728,BBC,Advertising,1,3,3,3.0,3.0,2.0
2729,BBC,Amazon Rainforest,1,5,5,5.0,5.0,3.0
2730,BBC,Ancient Egypt,2,4,5,4.5,4.5,2.0
2731,BBC,Berlin Wall,7,3,7,5.428571428571429,6.0,2.0
2732,BBC,Bill Clinton,1,7,7,7.0,7.0,3.0
2733,BBC,Frankfurt,2,4,5,4.5,4.5,2.0
2734,BBC,Sea,1,4,4,4.0,4.0,3.0
2735,BBC,Southern Ocean,1,4,4,4.0,4.0,3.0
2736,BBC television drama,Charles Dickens,1,3,3,3.0,3.0,2.0
2737,BBC television drama,Netherlands,1,4,4,4.0,4.0,2.0
2738,BBC television drama,Persian Gulf,1,4,4,4.0,4.0,3.0
2739,BBC television drama,Switzerland,1,4,4,4.0,4.0,2.0
2740,BBC television drama,United States Virgin Islands,1,3,3,3.0,3.0,2.0
2741,BP,Computer and video games,1,6,6,6.0,6.0,3.0
2742,BP,Currency,1,3,3,3.0,3.0,2.0
2743,BP,English language,1,3,3,3.0,3.0,2.0
2744,BP,Ganesha,2,4,5,4.5,4.5,3.0
2745,BP,Iran,1,4,4,4.0,4.0,1.0
2746,BP,James Callaghan,1,5,5,5.0,5.0,3.0
2747,BP,James D. Watson,1,4,4,4.0,4.0,3.0
2748,BP,Marxism,1,6,6,6.0,6.0,2.0
2749,BP,Middle East,1,5,5,5.0,5.0,1.0
2750,BP,Seaborgium,1,6,6,6.0,6.0,3.0
2751,BT Tower,15th century,2,5,10,7.5,7.5,3.0
2752,BT Tower,Egypt,1,3,3,3.0,3.0,2.0
2753,BT Tower,Hawk-Eye,1,7,7,7.0,7.0,3.0
2754,BT Tower,Jan Mayen,1,7,7,7.0,7.0,3.0
2755,BT Tower,Tim Henman,2,5,7,6.0,6.0,3.0
2756,Babe Ruth,Denis Law,1,6,6,6.0,6.0,4.0
2757,Babe Ruth,Forrest Gump,1,21,21,21.0,21.0,3.0
2758,Babe Ruth,Lithium,1,6,6,6.0,6.0,3.0
2759,Babe Ruth,Mark Twain House,1,14,14,14.0,14.0,4.0
2760,Babe Ruth,Motion (physics),1,6,6,6.0,6.0,3.0
2761,Babe Ruth,Oat,1,4,4,4.0,4.0,3.0
2762,Babe Ruth,Quito,1,7,7,7.0,7.0,3.0
2763,Babe Ruth,Telephone,2,4,13,8.5,8.5,3.0
2764,Baboon,Aberystwyth,1,7,7,7.0,7.0,4.0
2765,Baboon,Education,1,4,4,4.0,4.0,3.0
2766,Baboon,Finland,1,5,5,5.0,5.0,3.0
2767,Baboon,Human,1,3,3,3.0,3.0,2.0
2768,Baboon,Hurricane Dennis,1,8,8,8.0,8.0,4.0
2769,Baboon,Louis Jordan,1,7,7,7.0,7.0,3.0
2770,Baboon,Mozilla Firefox,1,9,9,9.0,9.0,4.0
2771,Baboon,Nintendo,1,12,12,12.0,12.0,3.0
2772,Baboon,Outer Hebrides,1,5,5,5.0,5.0,4.0
2773,Baboon,Pakistan,1,5,5,5.0,5.0,3.0
2774,Baboon,Space Shuttle Challenger,6,5,12,7.333333333333333,6.5,4.0
2775,Baboon,Vitamin C,5,5,8,6.2,6.0,3.0
2776,Babur,British Isles,1,4,4,4.0,4.0,3.0
2777,Babur,Explorer I,1,10,10,10.0,10.0,4.0
2778,Babur,Germany,1,4,4,4.0,4.0,2.0
2779,Babur,Henry Purcell,1,4,4,4.0,4.0,3.0
2780,Babur,Latin,1,6,6,6.0,6.0,2.0
2781,Babur,Phosphorus trichloride,1,8,8,8.0,8.0,4.0
2782,Babur,Saturn V,2,5,8,6.5,6.5,4.0
2783,Babur,Sodium hydroxide,1,6,6,6.0,6.0,3.0
2784,Babur,Spain,1,4,4,4.0,4.0,2.0
2785,Babur,Taj Mahal,1,3,3,3.0,3.0,1.0
2786,Baby Gender Mentor,George W. Bush,1,4,4,4.0,4.0,2.0
2787,Babylonia,Abu Dhabi,4,5,8,6.0,5.5,3.0
2788,Babylonia,Alcohol,1,4,4,4.0,4.0,3.0
2789,Babylonia,Cello,5,6,27,17.0,15.0,4.0
2790,Babylonia,Dresden,2,4,7,5.5,5.5,3.0
2791,Babylonia,Hubbard Glacier,1,10,10,10.0,10.0,3.0
2792,Babylonia,Nepal,1,7,7,7.0,7.0,3.0
2793,Babylonia,Ottoman Empire,1,4,4,4.0,4.0,2.0
2794,Babylonia,Paleontology,1,4,4,4.0,4.0,3.0
2795,Babylonia,Rosetta Stone,1,3,3,3.0,3.0,2.0
2796,Babylonia,Space Shuttle program,1,7,7,7.0,7.0,3.0
2797,Babylonia,Tower of London,2,6,6,6.0,6.0,3.0
2798,Backgammon,Cape Town,2,4,5,4.5,4.5,2.0
2799,Backgammon,Chennai,1,3,3,3.0,3.0,2.0
2800,Backgammon,Cotton,5,4,7,4.8,4.0,2.0
2801,Backgammon,Dada,1,11,11,11.0,11.0,3.0
2802,Backgammon,Egypt,1,3,3,3.0,3.0,2.0
2803,Backgammon,Evolution,4,5,11,7.25,6.5,2.0
2804,Backgammon,Force,2,4,7,5.5,5.5,3.0
2805,Backgammon,Mount Everest,1,5,5,5.0,5.0,3.0
2806,Backgammon,Nutrition,4,6,18,10.5,9.0,3.0
2807,Backgammon,Socialism,1,4,4,4.0,4.0,2.0
2808,Backgammon,Thorax,1,10,10,10.0,10.0,4.0
2809,Backgammon,Ultraviolet,1,7,7,7.0,7.0,3.0
2810,Backgammon,United Arab Emirates,1,4,4,4.0,4.0,2.0
2811,Bacteria,Climate,1,5,5,5.0,5.0,2.0
2812,Bacteria,Firearm,1,6,6,6.0,6.0,3.0
2813,Bacteria,Football,2,9,10,9.5,9.5,3.0
2814,Bacteria,Georgia (country),1,6,6,6.0,6.0,2.0
2815,Bacteria,Korea,1,4,4,4.0,4.0,3.0
2816,Bacteria,Rosa Parks,1,5,5,5.0,5.0,4.0
2817,Bacteria,Sulfur,1,2,2,2.0,2.0,1.0
2818,Bacteria,Wolfgang Amadeus Mozart,1,5,5,5.0,5.0,3.0
2819,Badger,Alfred the Great,1,4,4,4.0,4.0,3.0
2820,Badger,BBC television drama,1,8,8,8.0,8.0,4.0
2821,Badger,Bat,1,3,3,3.0,3.0,2.0
2822,Badger,Beach,1,6,6,6.0,6.0,3.0
2823,Badger,Cerium,1,13,13,13.0,13.0,4.0
2824,Badger,Communism,1,4,4,4.0,4.0,3.0
2825,Badger,Golden Eagle,1,5,5,5.0,5.0,3.0
2826,Badger,Hungary,2,4,5,4.5,4.5,2.0
2827,Badger,Lawn,1,10,10,10.0,10.0,3.0
2828,Badger,Macau,1,4,4,4.0,4.0,3.0
2829,Badger,Royal Air Force,1,3,3,3.0,3.0,2.0
2830,Badger,Windows 2000,4,6,9,7.0,6.5,4.0
2831,Badminton,Cricket,1,4,4,4.0,4.0,2.0
2832,Badminton,French Polynesia,1,4,4,4.0,4.0,2.0
2833,Badminton,Milan,1,4,4,4.0,4.0,3.0
2834,Badminton,Music of the Bahamas,1,6,6,6.0,6.0,3.0
2835,Badminton,Oviraptor,4,5,19,9.75,7.5,4.0
2836,Badminton,Vincent van Gogh,1,4,4,4.0,4.0,3.0
2837,Badminton,Walrus,5,5,15,10.0,11.0,3.0
2838,Baghdad,Australia,4,3,8,5.5,5.5,2.0
2839,Baghdad,Frog,1,11,11,11.0,11.0,3.0
2840,Baghdad,Latin America,2,4,7,5.5,5.5,2.0
2841,Baghdad,Loch Ness,3,4,13,8.333333333333334,8.0,3.0
2842,Baghdad,Mount Vesuvius,1,5,5,5.0,5.0,3.0
2843,Bahrain,21st century,1,5,5,5.0,5.0,3.0
2844,Bahrain,Dolphin,2,8,9,8.5,8.5,3.0
2845,Bahrain,Dysprosium,1,20,20,20.0,20.0,4.0
2846,Bahrain,Lutetium,1,8,8,8.0,8.0,4.0
2847,Bahrain,Mary I of England,1,7,7,7.0,7.0,3.0
2848,Bahá'í Faith,Adolf Hitler,1,5,5,5.0,5.0,2.0
2849,Bahá'í Faith,Alternating current,1,7,7,7.0,7.0,3.0
2850,Baker Island,Algeria,2,5,6,5.5,5.5,3.0
2851,Baker Island,Freetown,1,5,5,5.0,5.0,3.0
2852,Baker Island,Lake Edward,1,5,5,5.0,5.0,4.0
2853,Baker Island,Sakurajima,1,6,6,6.0,6.0,3.0
2854,Baker Island,Sony,1,4,4,4.0,4.0,2.0
2855,Baker Island,United States,1,2,2,2.0,2.0,1.0
2856,Bald Eagle,Apatosaurus,2,5,14,9.5,9.5,4.0
2857,Bald Eagle,Cape Canaveral,1,4,4,4.0,4.0,3.0
2858,Bald Eagle,Citrus,1,5,5,5.0,5.0,3.0
2859,Bald Eagle,Clock,3,5,34,18.333333333333332,16.0,3.0
2860,Bald Eagle,George Washington,1,3,3,3.0,3.0,2.0
2861,Bald Eagle,Isles of Scilly,1,5,5,5.0,5.0,3.0
2862,Bald Eagle,Korea,2,5,5,5.0,5.0,2.0
2863,Bald Eagle,Law,1,6,6,6.0,6.0,3.0
2864,Bald Eagle,Millard Fillmore,1,4,4,4.0,4.0,3.0
2865,Bald Eagle,Oligarchy,1,4,4,4.0,4.0,3.0
2866,Bald Eagle,Regent's Park,1,7,7,7.0,7.0,3.0
2867,Bald Eagle,Sermon on the Mount,1,10,10,10.0,10.0,3.0
2868,Bald Eagle,Thorium,6,6,26,12.0,10.0,3.0
2869,Baltic Sea,Alphabet,2,6,6,6.0,6.0,3.0
2870,Baltic Sea,Carnivore,1,8,8,8.0,8.0,3.0
2871,Baltic Sea,Mercury (element),1,5,5,5.0,5.0,2.0
2872,Baltic Sea,Radium,2,4,8,6.0,6.0,3.0
2873,"Baltimore, Maryland",Evolution,1,4,4,4.0,4.0,3.0
2874,"Baltimore, Maryland","Salt Lake City, Utah",1,3,3,3.0,3.0,2.0
2875,Bamako,14th century,1,3,3,3.0,3.0,2.0
2876,Bamako,Brazil,2,2,6,4.0,4.0,1.0
2877,Bamako,C++,1,7,7,7.0,7.0,3.0
2878,Bamako,Elephant,3,4,11,7.333333333333333,7.0,3.0
2879,Bamako,Guinea,1,5,5,5.0,5.0,2.0
2880,Bamako,Sun,18,4,15,6.888888888888889,6.0,3.0
2881,Banana,1896 Summer Olympics,1,7,7,7.0,7.0,3.0
2882,Banana,18th century,2,4,5,4.5,4.5,2.0
2883,Banana,Adolf Hitler,1,4,4,4.0,4.0,3.0
2884,Banana,Apple,6,3,3,3.0,3.0,2.0
2885,Banana,Automobile,2,4,5,4.5,4.5,2.0
2886,Banana,Baseball,3,3,4,3.3333333333333335,3.0,2.0
2887,Banana,Cave,1,9,9,9.0,9.0,3.0
2888,Banana,Central African Republic,1,5,5,5.0,5.0,2.0
2889,Banana,England,1,3,3,3.0,3.0,2.0
2890,Banana,Fish,2,5,8,6.5,6.5,2.0
2891,Banana,Flag of India,1,3,3,3.0,3.0,2.0
2892,Banana,Food,1,5,5,5.0,5.0,2.0
2893,Banana,Fruit,1,2,2,2.0,2.0,1.0
2894,Banana,Geometry,2,4,5,4.5,4.5,3.0
2895,Banana,God,2,5,5,5.0,5.0,2.0
2896,Banana,Greenland,3,4,6,5.0,5.0,2.0
2897,Banana,Jesus,8,4,8,5.375,5.0,2.0
2898,Banana,Mount Rainier,1,14,14,14.0,14.0,3.0
2899,Banana,Photography,1,6,6,6.0,6.0,3.0
2900,Banana,Planet,1,4,4,4.0,4.0,3.0
2901,Banana,Python (programming language),1,6,6,6.0,6.0,3.0
2902,Banana,Tree frog,2,8,8,8.0,8.0,4.0
2903,Bandicoot,Cornell University,1,5,5,5.0,5.0,3.0
2904,Bandicoot,Isle of Man,1,5,5,5.0,5.0,3.0
2905,Bandicoot,Melbourne,1,3,3,3.0,3.0,2.0
2906,Bandicoot,Shark,5,5,7,5.8,5.0,3.0
2907,Bandicoot,W. Mark Felt,1,5,5,5.0,5.0,4.0
2908,Bandicoot,Zimbabwe,1,4,4,4.0,4.0,3.0
2909,Bangalore,Bald Eagle,1,6,6,6.0,6.0,3.0
2910,Bangalore,Coconut,1,8,8,8.0,8.0,1.0
2911,Bangalore,Genetic code,2,5,5,5.0,5.0,3.0
2912,Bangalore,Jyllands-Posten Muhammad cartoons controversy,1,17,17,17.0,17.0,2.0
2913,Bangalore,Library,1,4,4,4.0,4.0,2.0
2914,Bangalore,Mediterranean Sea,1,3,3,3.0,3.0,2.0
2915,Bangalore,Sumo,1,4,4,4.0,4.0,3.0
2916,Bangalore,Tokyo,1,4,4,4.0,4.0,2.0
2917,Bangkok,Apollo 11,2,4,5,4.5,4.5,2.0
2918,Bangkok,Breaker Morant,1,7,7,7.0,7.0,4.0
2919,Bangkok,Coconut oil,1,10,10,10.0,10.0,3.0
2920,Bangkok,Data Encryption Standard,1,8,8,8.0,8.0,4.0
2921,Bangkok,Dysprosium,1,7,7,7.0,7.0,4.0
2922,Bangkok,Flood,1,4,4,4.0,4.0,3.0
2923,Bangkok,Guernsey,1,4,4,4.0,4.0,2.0
2924,Bangkok,Isaac Newton,2,5,6,5.5,5.5,3.0
2925,Bangkok,Paleontology,2,4,5,4.5,4.5,2.0
2926,Bangkok,Tsunami,5,5,10,7.0,7.0,3.0
2927,Bangkok,Turkish Republic of Northern Cyprus,1,6,6,6.0,6.0,3.0
2928,Bangkok,Viking,1,3,3,3.0,3.0,2.0
2929,Bangladesh,Crustacean,2,5,9,7.0,7.0,3.0
2930,Bangladesh,Giganotosaurus,2,7,9,8.0,8.0,4.0
2931,Bangladesh,Harry S. Truman,13,3,8,4.538461538461538,4.0,2.0
2932,Bangladesh,James Stewart (actor),1,6,6,6.0,6.0,4.0
2933,Bangladesh,Tuna,1,4,4,4.0,4.0,3.0
2934,Bangladesh,Vladimir Lenin,1,3,3,3.0,3.0,2.0
2935,Banjul,Alpaca,1,4,4,4.0,4.0,3.0
2936,Banjul,England,4,4,6,5.25,5.5,2.0
2937,Banjul,Sri Lankan Civil War,3,5,9,6.333333333333333,5.0,4.0
2938,Banjul,Sweden,1,4,4,4.0,4.0,2.0
2939,Banjul,Ziad Jarrah,1,4,4,4.0,4.0,3.0
2940,Bank of China (Hong Kong),Nile,2,4,5,4.5,4.5,3.0
2941,Banknote,Babylonia,2,4,5,4.5,4.5,2.0
2942,Banknote,Cat,2,10,20,15.0,15.0,3.0
2943,Banknote,Sean Connery,4,6,50,25.0,22.0,3.0
2944,Banknote,Tropical cyclone,1,4,4,4.0,4.0,2.0
2945,Banknote,Wind,1,4,4,4.0,4.0,3.0
2946,Banksy,Apollo,1,6,6,6.0,6.0,3.0
2947,Banksy,Precambrian,2,5,8,6.5,6.5,3.0
2948,Banksy,Tin,1,28,28,28.0,28.0,3.0
2949,Banksy,Venezuela,1,15,15,15.0,15.0,3.0
2950,Bantu,Baseball,1,5,5,5.0,5.0,3.0
2951,Bantu,Great Wall of China,1,5,5,5.0,5.0,3.0
2952,Bantu,Iraq War,2,4,12,8.0,8.0,3.0
2953,Bantu,Pottery,1,7,7,7.0,7.0,2.0
2954,Bantu,William Wilberforce,1,4,4,4.0,4.0,3.0
2955,Barack Obama,19th century,1,5,5,5.0,5.0,2.0
2956,Barack Obama,Actor,1,4,4,4.0,4.0,3.0
2957,Barack Obama,Adolf Hitler,4,3,5,3.5,3.0,2.0
2958,Barack Obama,African Union,1,4,4,4.0,4.0,2.0
2959,Barack Obama,Berlin,4,4,6,4.75,4.5,2.0
2960,Barack Obama,Bird,1,5,5,5.0,5.0,3.0
2961,Barack Obama,Great Lakes,4,3,7,4.75,4.5,2.0
2962,Barack Obama,Italy,2,5,5,5.0,5.0,2.0
2963,Barack Obama,Michael Jordan,1,3,3,3.0,3.0,2.0
2964,Barack Obama,Nazism,1,4,4,4.0,4.0,2.0
2965,Barack Obama,Nintendo,4,5,9,6.25,5.5,3.0
2966,Barack Obama,Osama bin Laden,3,3,5,3.6666666666666665,3.0,2.0
2967,Barack Obama,Queen (band),1,4,4,4.0,4.0,3.0
2968,Barack Obama,René Descartes,1,5,5,5.0,5.0,3.0
