,source,target,num_games,min_path_length,max_path_length,mean_path_length,median_path_length,optimal_path_length
22521,Salt,Crimean War,1,4,4,4.0,4.0,3.0
22522,Salt,Maize,1,7,7,7.0,7.0,2.0
22523,Salt,Mexico,1,4,4,4.0,4.0,2.0
22524,Salt,Moss,1,4,4,4.0,4.0,3.0
22525,Salt,Potassium,1,2,2,2.0,2.0,1.0
22526,Salt,Red Kite,1,10,10,10.0,10.0,4.0
22527,Salt,Rose-ringed Parakeet,1,5,5,5.0,5.0,4.0
22528,Salt,Speed of light,1,3,3,3.0,3.0,2.0
22529,"Salt Lake City, Utah",Carrot,1,8,8,8.0,8.0,3.0
22530,"Salt Lake City, Utah",Electricity,2,6,9,7.5,7.5,3.0
22531,"Salt Lake City, Utah",Pali Canon,1,4,4,4.0,4.0,3.0
22532,Saltasaurus,Battle of Stalingrad,2,4,6,5.0,5.0,3.0
22533,Saltasaurus,Egypt,3,4,7,5.0,4.0,2.0
22534,Saltasaurus,Helen,1,6,6,6.0,6.0,3.0
22535,Saltasaurus,Irish Sea,1,6,6,6.0,6.0,3.0
22536,Saltasaurus,Potato,1,4,4,4.0,4.0,2.0
22537,Salvador Dalí,Acorn Computers,1,21,21,21.0,21.0,4.0
22538,Salvador Dalí,Ethiopia,1,5,5,5.0,5.0,2.0
22539,Salvador Dalí,Kuwait,1,8,8,8.0,8.0,3.0
22540,Samarium,Baboon,1,5,5,5.0,5.0,4.0
22541,Samarium,Boundary Waters Canoe Area Wilderness,1,5,5,5.0,5.0,4.0
22542,Samarium,British East India Company,2,9,12,10.5,10.5,3.0
22543,Samarium,Emperor Penguin,1,5,5,5.0,5.0,3.0
22544,Samarium,Globalization,2,10,14,12.0,12.0,3.0
22545,Samarium,Homer,1,7,7,7.0,7.0,3.0
22546,Samarium,Rugby football,1,5,5,5.0,5.0,3.0
22547,Samarium,Singapore,1,5,5,5.0,5.0,3.0
22548,Samoa,Family,1,5,5,5.0,5.0,3.0
22549,Samoa,Mexico City,3,4,5,4.666666666666667,5.0,3.0
22550,Samoa,Nintendo Entertainment System,1,11,11,11.0,11.0,4.0
22551,Samoa,Weather,1,4,4,4.0,4.0,3.0
22552,Samuel Beckett,Cocos (Keeling) Islands,1,6,6,6.0,6.0,3.0
22553,Samuel Beckett,Galápagos Islands,1,6,6,6.0,6.0,3.0
22554,Samuel Beckett,Horn of Africa,2,7,9,8.0,8.0,3.0
22555,Samuel Beckett,Hurricane Mitch,1,11,11,11.0,11.0,3.0
22556,Samuel Beckett,Mumbai,2,4,7,5.5,5.5,3.0
22557,Samuel Beckett,Polar ice cap,1,8,8,8.0,8.0,4.0
22558,Samuel Taylor Coleridge,Berkelium,1,6,6,6.0,6.0,4.0
22559,Samuel Taylor Coleridge,Pumpkin,1,13,13,13.0,13.0,3.0
22560,Samuel Taylor Coleridge,Rutherfordium,2,4,13,8.5,8.5,3.0
22561,San Diegan,Allah,1,8,8,8.0,8.0,3.0
22562,San Diegan,Battle of the Santa Cruz Islands,1,7,7,7.0,7.0,3.0
22563,San Diegan,Chicken,1,5,5,5.0,5.0,3.0
22564,San Diegan,Christmas Island,1,6,6,6.0,6.0,3.0
22565,San Diegan,Sodium,1,5,5,5.0,5.0,3.0
22566,San Diego Electric Railway,Indira Gandhi,1,5,5,5.0,5.0,3.0
22567,San Diego Electric Railway,Ozone,1,5,5,5.0,5.0,3.0
22568,San Diego Electric Railway,Russian language,1,4,4,4.0,4.0,2.0
22569,"San Francisco, California",Chicago,1,3,3,3.0,3.0,2.0
22570,"San Francisco, California",Indira Gandhi,1,9,9,9.0,9.0,3.0
22571,"San Jose, California",Adolf Hitler,1,3,3,3.0,3.0,2.0
22572,"San Jose, California",Almaty,1,4,4,4.0,4.0,3.0
22573,"San Jose, California",Coccinellidae,1,5,5,5.0,5.0,4.0
22574,"San Jose, California",North Korea,1,5,5,5.0,5.0,2.0
22575,San Marino,Manuel I Komnenos,1,5,5,5.0,5.0,3.0
22576,San Marino,Mars,3,7,12,8.666666666666666,7.0,3.0
22577,San Marino,Mount Rushmore,1,8,8,8.0,8.0,3.0
22578,San Marino,Philosophiae Naturalis Principia Mathematica,1,7,7,7.0,7.0,3.0
22579,San Marino,Prime Minister of the United Kingdom,1,4,4,4.0,4.0,2.0
22580,San Marino,South Georgia and the South Sandwich Islands,1,6,6,6.0,6.0,2.0
22581,Sand,Antananarivo,1,6,6,6.0,6.0,4.0
22582,Sand,Asparagus,1,11,11,11.0,11.0,4.0
22583,Sand,Comet,1,4,4,4.0,4.0,3.0
22584,Sand,Darfur conflict,1,5,5,5.0,5.0,3.0
22585,Sand,Kosovo,4,5,9,6.0,5.0,3.0
22586,Sand,Manchester,2,7,11,9.0,9.0,3.0
22587,Sand,Michelangelo,4,5,10,7.5,7.5,3.0
22588,Sand art and play,Agriculture,1,3,3,3.0,3.0,2.0
22589,Sand art and play,Dundee,1,5,5,5.0,5.0,2.0
22590,Sand art and play,East Flemish,2,9,9,9.0,9.0,3.0
22591,Sand art and play,Krypton,1,10,10,10.0,10.0,3.0
22592,Sand art and play,Parthenon,1,4,4,4.0,4.0,3.0
22593,Sand art and play,Rainforest,1,4,4,4.0,4.0,3.0
22594,Sand art and play,Scelidosaurus,1,12,12,12.0,12.0,5.0
22595,Sand art and play,Windows Vista,5,6,10,7.4,7.0,4.0
22596,Sand shark,Nile,6,4,8,5.0,4.0,3.0
22597,Sandringham House,Bassoon,2,10,12,11.0,11.0,4.0
22598,Sandringham House,Hot air balloon,1,9,9,9.0,9.0,3.0
22599,Sandringham House,Nutmeg,1,10,10,10.0,10.0,4.0
22600,Sandringham House,Togo,1,5,5,5.0,5.0,3.0
22601,Sandur,Nuclear weapon,6,5,9,6.666666666666667,6.0,3.0
22602,Sandy Koufax,Football,1,5,5,5.0,5.0,3.0
22603,Sandy Koufax,Magnesium,1,7,7,7.0,7.0,2.0
22604,Sandy Koufax,New England Patriots,1,3,3,3.0,3.0,2.0
22605,Sandy Koufax,Osiris,1,11,11,11.0,11.0,4.0
22606,Sandy Koufax,Victoria of the United Kingdom,3,5,9,7.666666666666667,9.0,3.0
22607,Sanskrit,ASCII,1,2,2,2.0,2.0,1.0
22608,Sanskrit,Black pepper,1,9,9,9.0,9.0,3.0
22609,Sanskrit,Effects of global warming,1,8,8,8.0,8.0,4.0
22610,Sanskrit,Gregor Mendel,1,5,5,5.0,5.0,3.0
22611,Sanskrit,Krill,3,5,9,6.666666666666667,6.0,3.0
22612,Sanskrit,Set,4,4,8,6.25,6.5,3.0
22613,Sanskrit,The Legend of Zelda series,1,6,6,6.0,6.0,3.0
22614,Sanssouci,Great Barrier Reef,1,6,6,6.0,6.0,3.0
22615,Sanssouci,Hippopotamus,3,7,34,17.666666666666668,12.0,3.0
22616,Sanssouci,Tree Sparrow,1,7,7,7.0,7.0,5.0
22617,Sanssouci,United States Bill of Rights,1,4,4,4.0,4.0,3.0
22618,Santa Claus,Adolf Hitler,2,3,4,3.5,3.5,2.0
22619,Santa Claus,Applied mathematics,1,6,6,6.0,6.0,3.0
22620,Santa Claus,Asteroid,5,5,20,9.6,7.0,3.0
22621,Santa Claus,Australian rules football,1,4,4,4.0,4.0,3.0
22622,Santa Claus,Blitzkrieg,1,3,3,3.0,3.0,2.0
22623,Santa Claus,Coccinellidae,1,7,7,7.0,7.0,4.0
22624,Santa Claus,Drinking water,6,6,11,7.666666666666667,7.5,2.0
22625,Santa Claus,Gliese 876 b,4,10,16,13.5,14.0,5.0
22626,Santa Claus,Lille,1,3,3,3.0,3.0,2.0
22627,Santa Claus,Rhenium,1,7,7,7.0,7.0,4.0
22628,Santa Claus,Spherical aberration,1,7,7,7.0,7.0,4.0
22629,Santa Claus,The Shawshank Redemption,1,4,4,4.0,4.0,3.0
22630,Santa Claus,United States Congress,2,4,5,4.5,4.5,2.0
22631,Santa Claus,Ziad Jarrah,1,4,4,4.0,4.0,3.0
22632,Santamaría (volcano),Moldova,2,5,6,5.5,5.5,3.0
22633,"Santiago, Chile",Minoan civilization,1,7,7,7.0,7.0,3.0
22634,Santorini,Anatomy,1,5,5,5.0,5.0,3.0
22635,Santorini,Hampshire,1,7,7,7.0,7.0,3.0
22636,Santorini,Microscope,1,6,6,6.0,6.0,3.0
22637,Santorini,Super Mario 64,5,5,12,9.2,9.0,4.0
22638,Santorini,Ununbium,1,5,5,5.0,5.0,4.0
22639,Sarajevo,Cassowary,2,13,20,16.5,16.5,4.0
22640,Sarajevo,Cheetah,1,6,6,6.0,6.0,3.0
22641,Sarajevo,Iran,1,3,3,3.0,3.0,2.0
22642,Sarajevo,Neon,1,8,8,8.0,8.0,3.0
22643,Sarajevo,Ornithischia,1,5,5,5.0,5.0,3.0
22644,Sarajevo,Roman villa,1,5,5,5.0,5.0,3.0
22645,Sarajevo,Triassic,5,3,9,5.8,6.0,2.0
22646,Sardar Vallabhbhai Patel,Aluminium chloride,1,9,9,9.0,9.0,3.0
22647,Sardar Vallabhbhai Patel,American football,1,5,5,5.0,5.0,3.0
22648,Sardar Vallabhbhai Patel,Barn Owl,1,8,8,8.0,8.0,4.0
22649,Sardar Vallabhbhai Patel,"Constitution of May 3, 1791",1,6,6,6.0,6.0,4.0
22650,Sardar Vallabhbhai Patel,Gmail,3,7,11,8.666666666666666,8.0,4.0
22651,Sardar Vallabhbhai Patel,Music,7,5,10,7.285714285714286,6.0,3.0
22652,Sardar Vallabhbhai Patel,Neon,1,15,15,15.0,15.0,3.0
22653,Sardar Vallabhbhai Patel,Politics of the United Kingdom,1,8,8,8.0,8.0,2.0
22654,Sassanid Empire,Australian Green Tree Frog,1,12,12,12.0,12.0,4.0
22655,Sassanid Empire,John Constable,1,5,5,5.0,5.0,3.0
22656,Sassanid Empire,Nickel,1,5,5,5.0,5.0,3.0
22657,Saturn,5th century,2,5,7,6.0,6.0,3.0
22658,Saturn,Albania,1,5,5,5.0,5.0,3.0
22659,Saturn,Analytical Marxism,1,9,9,9.0,9.0,4.0
22660,Saturn,Animal,2,4,5,4.5,4.5,2.0
22661,Saturn,Austria,1,4,4,4.0,4.0,2.0
22662,Saturn,Climate change,2,4,5,4.5,4.5,2.0
22663,Saturn,Damascus,2,6,7,6.5,6.5,3.0
22664,Saturn,David Beckham,4,7,11,9.0,9.0,4.0
22665,Saturn,Germanium,1,13,13,13.0,13.0,2.0
22666,Saturn,Sermon on the Mount,1,6,6,6.0,6.0,3.0
22667,Saturn,Silicon,2,6,6,6.0,6.0,2.0
22668,Saturn,Space Shuttle program,2,4,17,10.5,10.5,3.0
22669,Saturn,Steam engine,1,6,6,6.0,6.0,3.0
22670,Saturn,Strontium,1,9,9,9.0,9.0,2.0
22671,Saturn,Turkish Republic of Northern Cyprus,1,8,8,8.0,8.0,3.0
22672,Saturn,Wasabi,1,5,5,5.0,5.0,3.0
22673,Saturn V,Astronomy,1,4,4,4.0,4.0,2.0
22674,Saturn V,Education,1,3,3,3.0,3.0,2.0
22675,Saturn V,Europe,1,3,3,3.0,3.0,2.0
22676,Saturn V,Hip hop music,1,3,3,3.0,3.0,2.0
22677,Saturn V,Inca Empire,1,6,6,6.0,6.0,3.0
22678,Saturn V,Jesse Owens,1,5,5,5.0,5.0,3.0
22679,Saturn V,Kosovo,1,4,4,4.0,4.0,3.0
22680,Saturn V,London,1,6,6,6.0,6.0,1.0
22681,Saturn V,Pink Pigeon,1,16,16,16.0,16.0,4.0
22682,Saturn V,Space station,1,2,2,2.0,2.0,1.0
22683,Saturn V,Wikipedia,3,6,12,8.666666666666666,8.0,3.0
22684,Saturn V,X Window System,1,5,5,5.0,5.0,4.0
22685,Saudi Arabia,Banknote,2,3,3,3.0,3.0,2.0
22686,Saudi Arabia,Diamond simulant,3,5,7,5.666666666666667,5.0,3.0
22687,Saudi Arabia,Lagos,2,3,5,4.0,4.0,2.0
22688,Saudi Arabia,Mathematics,2,3,6,4.5,4.5,2.0
22689,Saudi Arabia,Music of Hungary,1,10,10,10.0,10.0,3.0
22690,Saudi Arabia,Sheikh Mujibur Rahman,1,4,4,4.0,4.0,2.0
22691,Saudi Arabia,United Kingdom,1,4,4,4.0,4.0,1.0
22692,Saurischia,Hey Jude,5,6,11,8.6,9.0,4.0
22693,Saurischia,Roman Catholic Church,2,4,5,4.5,4.5,3.0
22694,Sauropodomorpha,Baghdad,1,5,5,5.0,5.0,3.0
22695,Sauropodomorpha,Gordon Brown,1,10,10,10.0,10.0,3.0
22696,Sauropodomorpha,John Logie Baird,1,10,10,10.0,10.0,3.0
22697,Sauropodomorpha,Microraptor,1,5,5,5.0,5.0,2.0
22698,Sauroposeidon,African Grey Parrot,1,4,4,4.0,4.0,3.0
22699,Sauroposeidon,Canterbury Cathedral,2,3,6,4.5,4.5,2.0
22700,Sauroposeidon,Cape Town,1,4,4,4.0,4.0,2.0
22701,Sauroposeidon,James K. Polk,1,5,5,5.0,5.0,3.0
22702,Sauroposeidon,Raphael,1,3,3,3.0,3.0,2.0
22703,Saxophone,Brothers Grimm,1,4,4,4.0,4.0,3.0
22704,Saxophone,Civil society,1,8,8,8.0,8.0,3.0
22705,Saxophone,Düsseldorf,1,5,5,5.0,5.0,3.0
22706,Saxophone,Hanoi,1,4,4,4.0,4.0,3.0
22707,Saxophone,John Tyler,1,4,4,4.0,4.0,3.0
22708,Saxophone,Maxwell's equations,1,5,5,5.0,5.0,3.0
22709,Saxophone,Natural gas,1,5,5,5.0,5.0,2.0
22710,Saxophone,Norway,2,4,5,4.5,4.5,2.0
22711,Scandium,French language,1,3,3,3.0,3.0,2.0
22712,Scandium,Ptolemy,3,6,15,9.0,6.0,2.0
22713,Scandium,Textile,1,12,12,12.0,12.0,3.0
22714,Scattered disc,Actor,1,11,11,11.0,11.0,4.0
22715,Scattered disc,Arctic,1,10,10,10.0,10.0,3.0
22716,Scattered disc,Czech Republic,3,5,7,5.666666666666667,5.0,3.0
22717,Scattered disc,Finance,4,5,9,6.75,6.5,3.0
22718,Scattered disc,George I of Great Britain,2,6,18,12.0,12.0,4.0
22719,Scattered disc,Metallurgy,2,14,17,15.5,15.5,3.0
22720,Scattered disc,Richard Feynman,1,10,10,10.0,10.0,3.0
22721,Scattered disc,Spanish Armada,2,6,11,8.5,8.5,4.0
22722,Scelidosaurus,City,2,5,5,5.0,5.0,2.0
22723,Scelidosaurus,German reunification,1,4,4,4.0,4.0,3.0
22724,Scelidosaurus,Great Britain,1,3,3,3.0,3.0,2.0
22725,Scelidosaurus,India,2,5,7,6.0,6.0,2.0
22726,Scelidosaurus,Madrid,1,6,6,6.0,6.0,3.0
22727,Scelidosaurus,Tobacco,1,4,4,4.0,4.0,3.0
22728,Scent of a Woman,Agriculture,1,4,4,4.0,4.0,2.0
22729,Scent of a Woman,Bill Clinton,1,4,4,4.0,4.0,3.0
22730,Scent of a Woman,Desmond Tutu,1,25,25,25.0,25.0,3.0
22731,Scent of a Woman,Diego Garcia,3,7,13,9.0,7.0,3.0
22732,Scent of a Woman,Firearm,11,5,11,6.363636363636363,6.0,3.0
22733,Scent of a Woman,History of the Internet,2,5,5,5.0,5.0,4.0
22734,Scent of a Woman,Ocean,1,4,4,4.0,4.0,3.0
22735,Scent of a Woman,Phosphorus,3,5,9,7.0,7.0,3.0
22736,Scent of a Woman,Sport,1,4,4,4.0,4.0,2.0
22737,Scent of a Woman,United States Virgin Islands,1,4,4,4.0,4.0,2.0
22738,Scheme programming language,Climate change,5,6,7,6.6,7.0,4.0
22739,Scheme programming language,Effects of global warming,2,7,15,11.0,11.0,6.0
22740,Scheme programming language,Tasmanian Devil,1,17,17,17.0,17.0,6.0
22741,Scheme programming language,Treaty of Versailles,1,6,6,6.0,6.0,5.0
22742,Schizophrenia,Alchemy,1,6,6,6.0,6.0,3.0
22743,Schizophrenia,Arab League,2,5,6,5.5,5.5,3.0
22744,Schizophrenia,Beriberi,1,3,3,3.0,3.0,2.0
22745,Schizophrenia,Berlin,2,3,3,3.0,3.0,2.0
22746,Schizophrenia,Celery,1,16,16,16.0,16.0,3.0
22747,Schizophrenia,Flood,4,7,29,13.5,9.0,3.0
22748,Schizophrenia,George W. Bush,1,3,3,3.0,3.0,2.0
22749,Schizophrenia,Morocco,2,3,6,4.5,4.5,2.0
22750,Schizophrenia,Prague,1,4,4,4.0,4.0,2.0
22751,Schrödinger equation,Flag of Hong Kong,1,6,6,6.0,6.0,4.0
22752,Schrödinger equation,Lake Chad,1,7,7,7.0,7.0,4.0
22753,Schrödinger equation,Nahuatl language,1,7,7,7.0,7.0,4.0
22754,Schrödinger equation,North America,1,4,4,4.0,4.0,3.0
22755,Science,Chemistry,3,2,2,2.0,2.0,1.0
22756,Science,Fascism,1,4,4,4.0,4.0,3.0
22757,Science,Great Lakes,4,3,6,4.75,5.0,2.0
22758,Science,Guatemala,2,5,9,7.0,7.0,2.0
22759,Science,Isaac Newton,1,4,4,4.0,4.0,2.0
22760,Science,Mediterranean Sea,1,14,14,14.0,14.0,2.0
22761,Science,Nuclear fission,1,3,3,3.0,3.0,2.0
22762,Science,Pythagoras,4,4,7,5.25,5.0,3.0
22763,Science,Romanticism,1,5,5,5.0,5.0,2.0
22764,Science,Super Mario Bros.,9,6,18,9.555555555555555,10.0,4.0
22765,Scientific classification,Abuja,1,7,7,7.0,7.0,3.0
22766,Scientific classification,Desert,1,9,9,9.0,9.0,3.0
22767,Scientific classification,Dinosaur,1,5,5,5.0,5.0,2.0
22768,Scientific classification,Michael Jordan,1,6,6,6.0,6.0,4.0
22769,Scientific classification,Salsa music,1,7,7,7.0,7.0,3.0
22770,Scientific classification,Shanghai,1,6,6,6.0,6.0,2.0
22771,Scientific classification,Super 14,3,5,18,9.666666666666666,6.0,4.0
22772,Scientific classification,Telecommunication,2,5,7,6.0,6.0,3.0
22773,Scooby-Doo,Adam Smith,1,4,4,4.0,4.0,3.0
22774,Scooby-Doo,Adenosine triphosphate,2,6,9,7.5,7.5,4.0
22775,Scooby-Doo,Cello,1,8,8,8.0,8.0,4.0
22776,Scooby-Doo,Clothing,2,5,10,7.5,7.5,3.0
22777,Scooby-Doo,Dodo,4,6,10,8.5,9.0,4.0
22778,Scooby-Doo,FIFA,1,4,4,4.0,4.0,3.0
22779,Scooby-Doo,Fed Cup,1,5,5,5.0,5.0,4.0
22780,Scooby-Doo,Halloween,1,3,3,3.0,3.0,2.0
22781,Scooby-Doo,John Marshall,1,4,4,4.0,4.0,3.0
22782,Scooby-Doo,Red dwarf,1,7,7,7.0,7.0,4.0
22783,Scooby-Doo,Ronald Reagan,3,4,5,4.333333333333333,4.0,3.0
22784,Scooby-Doo,United Malays National Organisation,2,9,12,10.5,10.5,4.0
22785,Scotland,Babur,1,8,8,8.0,8.0,2.0
22786,Scotland,Drawing,1,4,4,4.0,4.0,3.0
22787,Scotland,England,2,2,3,2.5,2.5,1.0
22788,Scotland,Genoa,1,3,3,3.0,3.0,2.0
22789,Scotland,Library,1,3,3,3.0,3.0,2.0
22790,Scotland,Pablo Picasso,4,5,5,5.0,5.0,2.0
22791,Scotland,Paraguay,4,5,7,6.0,6.0,2.0
22792,Scotland,Trimurti,1,6,6,6.0,6.0,3.0
22793,Scotland in the High Middle Ages,American Civil War,1,4,4,4.0,4.0,2.0
22794,Scotland in the High Middle Ages,Bahrain,1,5,5,5.0,5.0,2.0
22795,Scotland in the High Middle Ages,Film,3,5,15,9.333333333333334,8.0,3.0
22796,Scotland in the High Middle Ages,History of computing hardware,1,6,6,6.0,6.0,4.0
22797,Scotland in the High Middle Ages,Ireland,2,3,3,3.0,3.0,1.0
22798,Scotland in the High Middle Ages,South Africa,5,3,7,4.8,5.0,2.0
22799,Scots language,Henry Purcell,2,4,6,5.0,5.0,2.0
22800,Scots language,Mediterranean Sea,1,4,4,4.0,4.0,2.0
22801,Scots language,Sodium,5,5,10,7.4,7.0,3.0
22802,Scots language,Speaker of the British House of Commons,3,4,9,6.333333333333333,6.0,3.0
22803,Scottish Episcopal Church,Banknote,1,5,5,5.0,5.0,2.0
22804,Scottish Episcopal Church,Bismuth,1,8,8,8.0,8.0,4.0
22805,Scottish Episcopal Church,Calcium,1,9,9,9.0,9.0,4.0
22806,Scottish Episcopal Church,Coin,1,5,5,5.0,5.0,3.0
22807,Scottish Episcopal Church,Earthquake,1,5,5,5.0,5.0,3.0
22808,Scottish Episcopal Church,Macbeth of Scotland,2,6,11,8.5,8.5,3.0
22809,Scottish Episcopal Church,Nitrogen cycle,1,6,6,6.0,6.0,4.0
22810,Scottish Episcopal Church,Saturn V,1,12,12,12.0,12.0,4.0
22811,Scottish Episcopal Church,Spyware,1,32,32,32.0,32.0,4.0
22812,Scottish Episcopal Church,United States Congress,1,10,10,10.0,10.0,3.0
22813,Scottish Gaelic language,Antigua and Barbuda,1,5,5,5.0,5.0,2.0
22814,Scottish Gaelic language,Brown trout,1,8,8,8.0,8.0,4.0
22815,Scottish Gaelic language,Chernobyl disaster,2,5,6,5.5,5.5,3.0
22816,Scottish Gaelic language,Gallium,1,6,6,6.0,6.0,3.0
22817,Scottish Gaelic language,Gmail,2,6,6,6.0,6.0,4.0
22818,Scottish Gaelic language,Madrid,1,4,4,4.0,4.0,3.0
22819,Scottish Gaelic language,Nintendo DS,2,8,9,8.5,8.5,4.0
22820,Scottish Gaelic language,Oregon,1,4,4,4.0,4.0,3.0
22821,Scottish Highlands,Banana,1,9,9,9.0,9.0,2.0
22822,Scottish Highlands,Bird,1,7,7,7.0,7.0,3.0
22823,Scottish Highlands,Canterbury,1,4,4,4.0,4.0,3.0
22824,Scottish Highlands,French language,1,4,4,4.0,4.0,2.0
22825,Scottish Highlands,Irish Sea,1,3,3,3.0,3.0,2.0
22826,Scottish Highlands,Korea,1,5,5,5.0,5.0,2.0
22827,Scottish Highlands,Kīlauea,1,4,4,4.0,4.0,3.0
22828,Scottish Highlands,Loch,1,2,2,2.0,2.0,1.0
22829,Scottish Highlands,Rome,1,4,4,4.0,4.0,2.0
22830,Scottish mythology,9th century,1,3,3,3.0,3.0,2.0
22831,Scottish mythology,Bald Eagle,4,5,7,6.0,6.0,3.0
22832,Scottish mythology,Cambodia,1,12,12,12.0,12.0,3.0
22833,Scottish mythology,Diamond simulant,1,7,7,7.0,7.0,4.0
22834,Scottish mythology,Game,1,3,3,3.0,3.0,2.0
22835,Scottish mythology,Gorilla,3,8,13,10.0,9.0,4.0
22836,Scottish mythology,Manganese,1,6,6,6.0,6.0,4.0
22837,Scottish mythology,Norse mythology,1,3,3,3.0,3.0,2.0
22838,Scouting,All Blacks,1,3,3,3.0,3.0,2.0
22839,Scouting,Lake Titicaca,1,5,5,5.0,5.0,3.0
22840,Scouting,Peace,4,5,36,15.5,10.5,2.0
22841,Scouting,Snow,1,4,4,4.0,4.0,2.0
22842,Scouting,Uranus,1,6,6,6.0,6.0,3.0
22843,Scramble for Africa,Jazz,1,6,6,6.0,6.0,2.0
22844,Scramble for Africa,Mediterranean Sea,1,3,3,3.0,3.0,2.0
22845,Scramble for Africa,Mexico City,1,8,8,8.0,8.0,2.0
22846,Scramble for Africa,Moldova,2,3,5,4.0,4.0,2.0
22847,Scramble for Africa,W. Mark Felt,1,9,9,9.0,9.0,3.0
22848,Scramble for Africa,Water,1,4,4,4.0,4.0,2.0
22849,Screw,Bioinformatics,1,9,9,9.0,9.0,3.0
22850,Screw,Confucius,2,5,5,5.0,5.0,3.0
22851,Screw,Culture,1,4,4,4.0,4.0,2.0
22852,Screw,Edible salt,1,12,12,12.0,12.0,3.0
22853,Screw,Internet Explorer,1,6,6,6.0,6.0,3.0
22854,Screw,Reptile,5,4,7,5.8,6.0,3.0
22855,Screw,Vulture,3,5,27,15.0,13.0,4.0
22856,Scrooge McDuck,1980 eruption of Mount St. Helens,1,5,5,5.0,5.0,4.0
22857,Scrooge McDuck,Dolphin,2,2,4,3.0,3.0,1.0
22858,Scrooge McDuck,Hurricane Camille,1,8,8,8.0,8.0,4.0
22859,Scrooge McDuck,Istanbul,3,5,7,5.666666666666667,5.0,2.0
22860,Scrooge McDuck,Loch,1,7,7,7.0,7.0,3.0
22861,Scrooge McDuck,Long pepper,3,11,50,24.333333333333332,12.0,4.0
22862,Scrooge McDuck,National Anthem of Russia,1,8,8,8.0,8.0,3.0
22863,Scrooge McDuck,Papua New Guinea,1,11,11,11.0,11.0,2.0
22864,Scrooge McDuck,Qur'an,1,3,3,3.0,3.0,2.0
22865,Scrooge McDuck,"Santiago, Chile",1,7,7,7.0,7.0,3.0
22866,Sculpture,Ceres (dwarf planet),1,8,8,8.0,8.0,4.0
22867,Sculpture,Leonardo da Vinci,1,3,3,3.0,3.0,2.0
22868,Sculpture,Marseille,1,4,4,4.0,4.0,2.0
22869,Sculpture,Michael Jordan,1,5,5,5.0,5.0,3.0
22870,Sculpture,Neptune,5,5,24,10.2,7.0,3.0
22871,Sculpture,Tamil people,1,6,6,6.0,6.0,3.0
22872,Sculpture,Turkish Republic of Northern Cyprus,2,4,6,5.0,5.0,3.0
22873,Scurvy,Canadian football,1,4,4,4.0,4.0,3.0
22874,Scurvy,Czech Republic,2,4,5,4.5,4.5,3.0
22875,Scurvy,Donald Knuth,1,9,9,9.0,9.0,4.0
22876,Scurvy,Jazz,1,4,4,4.0,4.0,2.0
22877,Scurvy,Monarchy,4,5,8,5.75,5.0,3.0
22878,Scurvy,Ottoman Empire,1,3,3,3.0,3.0,2.0
22879,Scurvy,Spyware,1,9,9,9.0,9.0,4.0
22880,Scurvy,Van Halen,1,9,9,9.0,9.0,4.0
22881,Scurvy,Water purification,1,7,7,7.0,7.0,3.0
22882,Sea,India,1,4,4,4.0,4.0,2.0
22883,Sea,Iodine,2,7,10,8.5,8.5,3.0
22884,Sea,La Paz,4,5,8,6.5,6.5,3.0
22885,Sea,Lake District,3,4,9,7.0,8.0,3.0
22886,Sea,Passenger Pigeon,1,18,18,18.0,18.0,3.0
22887,Sea level rise,Hungary,1,4,4,4.0,4.0,3.0
22888,Sea level rise,Italy,1,3,3,3.0,3.0,2.0
22889,Sea level rise,List of countries by system of government,1,4,4,4.0,4.0,2.0
22890,Sea of Galilee,African dwarf frog,1,9,9,9.0,9.0,4.0
22891,Sea of Galilee,Chordate,2,5,6,5.5,5.5,3.0
22892,Sea of Galilee,Funchal,1,5,5,5.0,5.0,3.0
22893,Sea of Galilee,Gold(III) chloride,1,6,6,6.0,6.0,4.0
22894,Sea of Galilee,Shrine of Remembrance,2,18,18,18.0,18.0,4.0
22895,Sea of Galilee,Sony,1,4,4,4.0,4.0,3.0
22896,Sea of Galilee,William Henry Harrison,3,5,6,5.333333333333333,5.0,3.0
22897,Seaborgium,Afghanistan,1,3,3,3.0,3.0,2.0
22898,Seaborgium,Bahrain,1,5,5,5.0,5.0,3.0
22899,Seaborgium,"Baltimore, Maryland",1,7,7,7.0,7.0,2.0
22900,Seaborgium,Renaissance music,2,8,9,8.5,8.5,4.0
22901,Seaborgium,Swastika,1,7,7,7.0,7.0,3.0
22902,Seaborgium,Tao Te Ching,2,6,6,6.0,6.0,3.0
22903,Sean Connery,Andromeda Galaxy,2,9,15,12.0,12.0,4.0
22904,Sean Connery,Breaker Morant,1,6,6,6.0,6.0,4.0
22905,Sean Connery,Mahatma Gandhi,1,5,5,5.0,5.0,3.0
22906,Sean Connery,Piccadilly Circus,1,4,4,4.0,4.0,3.0
22907,Sean Connery,Welding,4,9,38,21.75,20.0,3.0
22908,Season,Adolf Hitler,1,4,4,4.0,4.0,3.0
22909,Season,Ancient Greece,1,9,9,9.0,9.0,2.0
22910,Season,Avalanche,1,4,4,4.0,4.0,3.0
22911,Season,Humanities,1,6,6,6.0,6.0,3.0
22912,Season,Isle of Wight,1,6,6,6.0,6.0,3.0
22913,Season,Moon,2,3,6,4.5,4.5,2.0
